gender,emotion,actor,path
female,angry,22,speech_emotion_recognition/data/Actor_22/03-01-05-01-02-01-22.wav
female,angry,22,speech_emotion_recognition/data/Actor_22/03-01-05-02-02-02-22.wav
female,angry,22,speech_emotion_recognition/data/Actor_22/03-01-05-02-01-01-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-02-02-01-22.wav
female,disgusted,22,speech_emotion_recognition/data/Actor_22/03-01-07-01-02-02-22.wav
female,sad,22,speech_emotion_recognition/data/Actor_22/03-01-04-02-01-02-22.wav
female,calm,22,speech_emotion_recognition/data/Actor_22/03-01-02-01-02-01-22.wav
female,calm,22,speech_emotion_recognition/data/Actor_22/03-01-02-01-01-02-22.wav
female,calm,22,speech_emotion_recognition/data/Actor_22/03-01-02-02-01-02-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-01-01-01-22.wav
female,disgusted,22,speech_emotion_recognition/data/Actor_22/03-01-07-02-01-02-22.wav
female,happy,22,speech_emotion_recognition/data/Actor_22/03-01-03-01-02-02-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-01-01-02-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-01-02-01-22.wav
female,fearful,22,speech_emotion_recognition/data/Actor_22/03-01-06-01-02-02-22.wav
female,angry,22,speech_emotion_recognition/data/Actor_22/03-01-05-02-02-01-22.wav
female,calm,22,speech_emotion_recognition/data/Actor_22/03-01-02-02-02-01-22.wav
female,happy,22,speech_emotion_recognition/data/Actor_22/03-01-03-01-01-01-22.wav
female,neutral,22,speech_emotion_recognition/data/Actor_22/03-01-01-01-01-01-22.wav
female,sad,22,speech_emotion_recognition/data/Actor_22/03-01-04-02-01-01-22.wav
female,disgusted,22,speech_emotion_recognition/data/Actor_22/03-01-07-01-01-01-22.wav
female,fearful,22,speech_emotion_recognition/data/Actor_22/03-01-06-01-01-02-22.wav
female,disgusted,22,speech_emotion_recognition/data/Actor_22/03-01-07-01-02-01-22.wav
female,fearful,22,speech_emotion_recognition/data/Actor_22/03-01-06-02-01-02-22.wav
female,sad,22,speech_emotion_recognition/data/Actor_22/03-01-04-01-01-02-22.wav
female,fearful,22,speech_emotion_recognition/data/Actor_22/03-01-06-02-02-01-22.wav
female,sad,22,speech_emotion_recognition/data/Actor_22/03-01-04-02-02-02-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-02-01-01-22.wav
female,fearful,22,speech_emotion_recognition/data/Actor_22/03-01-06-01-01-01-22.wav
female,sad,22,speech_emotion_recognition/data/Actor_22/03-01-04-02-02-01-22.wav
female,calm,22,speech_emotion_recognition/data/Actor_22/03-01-02-01-02-02-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-01-02-02-22.wav
female,surprised,22,speech_emotion_recognition/data/Actor_22/03-01-08-02-02-02-22.wav
female,happy,22,speech_emotion_recognition/data/Actor_22/03-01-03-01-01-02-22.wav
female,disgusted,22,speech_emotion_recognition/data/Actor_22/03-01-07-02-02-02-22.wav
female,neutral,22,speech_emotion_recognition/data/Actor_22/03-01-01-01-01-02-22.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-01-02-01-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-01-01-01-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-01-01-02-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-02-02-02-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-02-01-01-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-01-01-02-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-02-01-01-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-01-01-01-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-02-02-01-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-01-01-02-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-01-01-02-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-02-02-02-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-02-01-02-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-02-01-01-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-02-01-02-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-02-01-01-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-01-01-01-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-01-02-01-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-01-01-01-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-02-02-01-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-02-01-02-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-01-02-02-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-01-02-01-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-02-01-02-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-02-01-01-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-02-02-02-06.wav
female,neutral,6,speech_emotion_recognition/data/Actor_06/03-01-01-01-01-02-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-01-02-02-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-01-01-02-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-01-02-02-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-01-01-01-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-01-02-02-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-01-02-01-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-01-02-01-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-02-01-02-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-02-02-01-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-02-02-01-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-01-01-01-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-02-02-01-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-01-02-02-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-02-01-01-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-01-02-02-06.wav
female,angry,6,speech_emotion_recognition/data/Actor_06/03-01-05-02-01-02-06.wav
female,sad,6,speech_emotion_recognition/data/Actor_06/03-01-04-02-02-02-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-01-02-01-06.wav
female,disgusted,6,speech_emotion_recognition/data/Actor_06/03-01-07-02-02-01-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-01-02-01-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-02-02-02-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-02-02-01-06.wav
female,neutral,6,speech_emotion_recognition/data/Actor_06/03-01-01-01-02-01-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-02-02-02-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-01-01-01-06.wav
female,surprised,6,speech_emotion_recognition/data/Actor_06/03-01-08-01-01-02-06.wav
female,calm,6,speech_emotion_recognition/data/Actor_06/03-01-02-01-02-02-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-02-02-02-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-02-01-01-06.wav
female,neutral,6,speech_emotion_recognition/data/Actor_06/03-01-01-01-01-01-06.wav
female,happy,6,speech_emotion_recognition/data/Actor_06/03-01-03-02-01-02-06.wav
female,fearful,6,speech_emotion_recognition/data/Actor_06/03-01-06-01-01-02-06.wav
female,neutral,6,speech_emotion_recognition/data/Actor_06/03-01-01-01-02-02-06.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-02-01-01-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-02-01-02-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-01-02-01-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-01-01-01-17.wav
male,neutral,17,speech_emotion_recognition/data/Actor_17/03-01-01-01-02-02-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-01-01-01-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-02-02-01-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-02-01-01-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-01-01-02-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-01-02-01-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-01-02-02-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-01-01-01-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-02-02-02-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-01-02-01-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-01-02-02-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-02-02-01-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-02-02-01-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-02-02-02-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-02-01-02-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-01-01-02-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-02-01-01-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-02-02-02-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-02-01-01-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-02-01-02-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-02-02-01-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-01-02-02-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-02-02-02-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-01-02-01-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-02-01-02-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-01-01-01-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-02-01-01-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-02-01-02-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-02-01-01-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-02-01-02-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-01-01-02-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-01-02-01-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-02-02-01-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-01-01-02-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-01-01-01-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-02-02-02-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-01-01-02-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-01-02-02-17.wav
male,neutral,17,speech_emotion_recognition/data/Actor_17/03-01-01-01-01-01-17.wav
male,neutral,17,speech_emotion_recognition/data/Actor_17/03-01-01-01-01-02-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-01-01-01-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-01-02-02-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-01-01-01-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-01-02-02-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-01-01-02-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-01-02-01-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-01-02-01-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-01-02-02-17.wav
male,angry,17,speech_emotion_recognition/data/Actor_17/03-01-05-02-02-02-17.wav
male,disgusted,17,speech_emotion_recognition/data/Actor_17/03-01-07-02-02-01-17.wav
male,surprised,17,speech_emotion_recognition/data/Actor_17/03-01-08-02-02-02-17.wav
male,neutral,17,speech_emotion_recognition/data/Actor_17/03-01-01-01-02-01-17.wav
male,sad,17,speech_emotion_recognition/data/Actor_17/03-01-04-01-01-02-17.wav
male,calm,17,speech_emotion_recognition/data/Actor_17/03-01-02-02-02-01-17.wav
male,happy,17,speech_emotion_recognition/data/Actor_17/03-01-03-02-01-02-17.wav
male,fearful,17,speech_emotion_recognition/data/Actor_17/03-01-06-02-01-01-17.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-01-01-02-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-01-01-02-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-02-02-01-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-02-02-02-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-01-01-02-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-02-01-02-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-02-01-01-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-01-01-02-19.wav
male,neutral,19,speech_emotion_recognition/data/Actor_19/03-01-01-01-02-02-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-02-02-01-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-02-02-01-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-02-01-02-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-01-01-02-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-02-02-01-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-01-01-01-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-01-01-01-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-02-01-02-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-01-02-02-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-02-01-02-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-02-01-01-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-02-02-01-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-01-02-02-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-02-02-02-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-01-02-02-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-02-01-01-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-01-01-02-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-02-02-02-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-02-01-01-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-02-02-01-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-02-01-02-19.wav
male,neutral,19,speech_emotion_recognition/data/Actor_19/03-01-01-01-01-01-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-01-02-01-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-01-02-02-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-01-01-01-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-01-01-01-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-01-02-01-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-02-02-02-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-01-02-01-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-01-01-01-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-02-01-01-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-02-01-02-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-01-02-01-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-02-02-02-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-02-02-02-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-02-02-02-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-02-02-01-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-01-01-01-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-01-02-02-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-01-02-01-19.wav
male,calm,19,speech_emotion_recognition/data/Actor_19/03-01-02-02-01-01-19.wav
male,happy,19,speech_emotion_recognition/data/Actor_19/03-01-03-01-02-02-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-01-01-02-19.wav
male,disgusted,19,speech_emotion_recognition/data/Actor_19/03-01-07-01-02-01-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-01-02-02-19.wav
male,sad,19,speech_emotion_recognition/data/Actor_19/03-01-04-01-01-01-19.wav
male,fearful,19,speech_emotion_recognition/data/Actor_19/03-01-06-01-02-01-19.wav
male,surprised,19,speech_emotion_recognition/data/Actor_19/03-01-08-02-01-01-19.wav
male,neutral,19,speech_emotion_recognition/data/Actor_19/03-01-01-01-01-02-19.wav
male,neutral,19,speech_emotion_recognition/data/Actor_19/03-01-01-01-02-01-19.wav
male,angry,19,speech_emotion_recognition/data/Actor_19/03-01-05-02-01-02-19.wav
male,fearful,11,speech_emotion_recognition/data/Actor_11/03-01-06-02-01-01-11.wav
male,angry,11,speech_emotion_recognition/data/Actor_11/03-01-05-01-01-02-11.wav
male,disgusted,11,speech_emotion_recognition/data/Actor_11/03-01-07-02-01-02-11.wav
male,surprised,11,speech_emotion_recognition/data/Actor_11/03-01-08-02-01-02-11.wav
male,fearful,11,speech_emotion_recognition/data/Actor_11/03-01-06-01-01-01-11.wav
male,happy,11,speech_emotion_recognition/data/Actor_11/03-01-03-01-01-01-11.wav
male,happy,11,speech_emotion_recognition/data/Actor_11/03-01-03-02-02-01-11.wav
male,sad,11,speech_emotion_recognition/data/Actor_11/03-01-04-02-02-02-11.wav
male,disgusted,11,speech_emotion_recognition/data/Actor_11/03-01-07-01-02-01-11.wav
male,disgusted,11,speech_emotion_recognition/data/Actor_11/03-01-07-01-01-02-11.wav
male,calm,11,speech_emotion_recognition/data/Actor_11/03-01-02-02-02-02-11.wav
male,sad,11,speech_emotion_recognition/data/Actor_11/03-01-04-01-02-02-11.wav
male,calm,11,speech_emotion_recognition/data/Actor_11/03-01-02-01-02-02-11.wav
male,surprised,11,speech_emotion_recognition/data/Actor_11/03-01-08-02-02-01-11.wav
male,calm,11,speech_emotion_recognition/data/Actor_11/03-01-02-01-01-02-11.wav
male,fearful,11,speech_emotion_recognition/data/Actor_11/03-01-06-01-02-01-11.wav
male,disgusted,11,speech_emotion_recognition/data/Actor_11/03-01-07-01-01-01-11.wav
male,fearful,11,speech_emotion_recognition/data/Actor_11/03-01-06-02-02-01-11.wav
male,angry,11,speech_emotion_recognition/data/Actor_11/03-01-05-02-01-01-11.wav
male,calm,11,speech_emotion_recognition/data/Actor_11/03-01-02-02-01-02-11.wav
