gender,emotion,intensity,actor,path
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-05-01-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-05-02-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-05-02-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-02-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-07-01-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-04-02-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-02-01-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-02-01-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-02-02-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-01-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-07-02-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-03-01-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-01-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-01-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-06-01-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-05-02-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-02-02-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-03-01-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-01-01-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-04-02-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-07-01-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-06-01-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-07-01-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-06-02-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-04-01-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-06-02-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-04-02-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-02-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-06-01-01-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-04-02-02-01-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-02-01-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-01-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-08-02-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-03-01-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-07-02-02-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_22/03-01-01-01-01-02-22.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-01-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-05-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-04-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-07-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-02-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-01-01-02-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-08-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-02-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-02-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-02-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-01-01-01-01-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-03-02-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-06-01-01-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_06/03-01-01-01-02-02-06.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-01-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-01-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-01-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-01-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-01-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-05-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-07-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-08-02-02-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-01-01-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-04-01-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-02-02-02-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-03-02-01-02-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_17/03-01-06-02-01-01-17.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-01-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-01-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-02-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-02-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-02-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-03-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-07-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-01-02-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-04-01-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-06-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-08-02-01-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-01-01-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-01-01-02-01-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_19/03-01-05-02-01-02-19.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-06-02-01-01-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-05-01-01-02-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-07-02-01-02-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-08-02-01-02-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-06-01-01-01-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-03-01-01-01-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-03-02-02-01-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-04-02-02-02-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-07-01-02-01-11.wav
female,happy,2,16,speech_emotion_recognition/data/Actor_11/03-01-07-01-01-02-11.wav
